gene,old_mean_log1p_CP10K,new_mean_log1p_CP10K,delta_new_minus_old,old_total,new_total,abs_delta
CPT1C,0.007846143,0.0023672802,-0.0054788627,11.0,5.0,0.0054788627
CCK,0.044809382,0.050281674,0.0054722913,61.0,94.0,0.0054722913
CCDC149,0.024873316,0.030340228,0.005466912,37.0,59.0,0.005466912
BRINP3,0.09901518,0.10445075,0.005435571,153.0,248.0,0.005435571
DTX3,0.039977163,0.045395143,0.0054179803,64.0,138.0,0.0054179803
LIG3,0.07412809,0.07953728,0.0054091886,118.0,199.0,0.0054091886
CSRNP1,0.13142216,0.13681625,0.0053940862,239.0,517.0,0.0053940862
EPHB4,0.071697325,0.077088185,0.00539086,110.0,172.0,0.00539086
DYNLRB2,0.012853252,0.007467152,-0.0053860997,17.0,23.0,0.0053860997
SFRP1,0.0034083896,0.008793947,0.0053855577,4.0,9.0,0.0053855577
PRDM16,0.06045946,0.065840796,0.0053813346,101.0,156.0,0.0053813346
STRN3,0.11001111,0.11538856,0.005377449,190.0,306.0,0.005377449
EXPH5,0.03484478,0.040212054,0.0053672753,61.0,104.0,0.0053672753
SGMS1,0.057800315,0.052435126,-0.005365189,94.0,132.0,0.005365189
NID1,0.017009277,0.022371825,0.005362548,28.0,51.0,0.005362548
PODXL,0.014908643,0.020267079,0.005358435,22.0,23.0,0.005358435
PCOLCE,0.029541023,0.0348975,0.0053564757,52.0,120.0,0.0053564757
TRIQK,0.13765304,0.14300132,0.00534828,234.0,384.0,0.00534828
SLC37A1,0.08445974,0.079112716,-0.005347021,139.0,244.0,0.005347021
FUBP3,0.13459389,0.13993278,0.0053388923,213.0,315.0,0.0053388923
SNIP1,0.044622917,0.04996136,0.0053384416,65.0,138.0,0.0053384416
SHROOM1,0.04702502,0.05235355,0.0053285286,81.0,144.0,0.0053285286
CHADL,0.01430586,0.019634275,0.005328415,24.0,34.0,0.005328415
OSBPL10-AS1,0.0053231893,0.0,-0.0053231893,9.0,0.0,0.0053231893
NBL1,0.05245684,0.057776462,0.0053196214,89.0,162.0,0.0053196214
ACOX2,0.064105965,0.06942393,0.0053179637,102.0,170.0,0.0053179637
FERMT3,0.054416485,0.05972899,0.005312506,102.0,208.0,0.005312506
PPARGC1A,0.0067669735,0.0014631433,-0.0053038304,12.0,6.0,0.0053038304
MCF2L-AS1,0.033482205,0.038785156,0.0053029507,55.0,109.0,0.0053029507
EAF2,0.045364533,0.050665636,0.005301103,78.0,168.0,0.005301103
SLC6A8,0.07970305,0.08500255,0.005299501,142.0,258.0,0.005299501
CDH13,0.008128678,0.0028440636,-0.005284615,10.0,3.0,0.005284615
CENPJ,0.039120574,0.044401526,0.005280953,61.0,117.0,0.005280953
FKBP1B,0.032883957,0.038162727,0.00527877,49.0,81.0,0.00527877
KLF11,0.04525999,0.05053387,0.0052738786,71.0,137.0,0.0052738786
SUV39H1,0.020791736,0.026058832,0.0052670967,36.0,79.0,0.0052670967
CFAP74,0.0059507797,0.00069307094,-0.005257709,9.0,1.0,0.005257709
SBF2-AS1,0.024785038,0.019539298,-0.0052457396,37.0,46.0,0.0052457396
CD34,0.0061865593,0.00094417355,-0.005242386,11.0,5.0,0.005242386
PPP2R5E,0.18907857,0.19431947,0.0052409023,310.0,479.0,0.0052409023
SLC39A6,0.05598092,0.061221216,0.005240295,89.0,181.0,0.005240295
ANKRD44,0.005225779,0.0,-0.005225779,10.0,0.0,0.005225779
ADCK1,0.03386965,0.039087895,0.005218245,51.0,114.0,0.005218245
UBTD1,0.019670468,0.024885649,0.005215181,34.0,73.0,0.005215181
PALLD,0.05151349,0.05672136,0.00520787,80.0,102.0,0.00520787
TAPBPL,0.09067418,0.09587604,0.0052018613,147.0,287.0,0.0052018613
SAMD9,0.022674138,0.027867543,0.005193405,35.0,55.0,0.005193405
DPY19L2,0.021345388,0.016175387,-0.0051700007,36.0,45.0,0.0051700007
HECA,0.06383874,0.06900675,0.005168006,109.0,218.0,0.005168006
GALNT5,0.035053954,0.0402178,0.0051638447,55.0,114.0,0.0051638447
LYG2,0.009706812,0.0045554624,-0.0051513496,14.0,12.0,0.0051513496
GALNT4,0.00513257,0.0,-0.00513257,11.0,0.0,0.00513257
MTA2,0.034356285,0.029224252,-0.0051320326,50.0,66.0,0.0051320326
EXOC3L4,0.03180969,0.03693159,0.005121898,44.0,80.0,0.005121898
CCDC141,0.0059026317,0.0007908565,-0.0051117754,10.0,2.0,0.0051117754
DDB1,0.33308816,0.32798332,-0.00510484,572.0,879.0,0.00510484
SGK2,0.032801565,0.03790336,0.0051017962,52.0,118.0,0.0051017962
NDC80,0.018976621,0.02406943,0.005092809,32.0,54.0,0.005092809
ERC1,0.043924946,0.038832907,-0.0050920397,69.0,90.0,0.0050920397
CORO1A,0.010624185,0.0055506257,-0.0050735595,14.0,8.0,0.0050735595
RBM38,0.03261831,0.03768583,0.00506752,55.0,101.0,0.00506752
CTSF,0.016252799,0.021319736,0.005066937,24.0,33.0,0.005066937
TADA1,0.049061086,0.054121923,0.0050608367,82.0,132.0,0.0050608367
EXOSC6,0.08715623,0.08209822,-0.0050580055,136.0,205.0,0.0050580055
ZNF518B,0.053975146,0.04891859,-0.0050565563,84.0,132.0,0.0050565563
SALL2,0.017610263,0.022664573,0.00505431,28.0,45.0,0.00505431
RPS6KA4,0.046530757,0.051584136,0.0050533786,77.0,177.0,0.0050533786
GET4,0.00958966,0.0045393165,-0.0050503435,16.0,9.0,0.0050503435
WDR4,0.1034811,0.10853131,0.005050212,170.0,312.0,0.005050212
ENTPD1,0.0053920485,0.000343302,-0.0050487467,10.0,2.0,0.0050487467
MKNK2,0.141514,0.1465553,0.0050413013,239.0,355.0,0.0050413013
TBC1D5,0.13384232,0.1288021,-0.0050402135,221.0,306.0,0.0050402135
MTFMT,0.10483021,0.10985742,0.0050272048,171.0,328.0,0.0050272048
ANO10,0.052468546,0.057493657,0.005025111,85.0,162.0,0.005025111
VPS13B,0.048954394,0.043929312,-0.0050250813,77.0,114.0,0.0050250813
POLN,0.0077333567,0.0027083717,-0.005024985,12.0,9.0,0.005024985
GLDC,0.036238648,0.04126078,0.005022131,54.0,54.0,0.005022131
CCDC15,0.017739236,0.02275816,0.0050189234,29.0,68.0,0.0050189234
ATAD3B,0.047603756,0.05261961,0.005015854,76.0,126.0,0.005015854
HOXD3,0.0008416525,0.005857163,0.0050155106,2.0,3.0,0.0050155106
POSTN,0.013709612,0.018723521,0.005013909,24.0,55.0,0.005013909
SH3RF1,0.1394096,0.13439685,-0.0050127506,242.0,434.0,0.0050127506
LEPR,0.007941613,0.0029329555,-0.0050086575,13.0,6.0,0.0050086575
MEG8,0.0055950894,0.00059057673,-0.0050045126,8.0,1.0,0.0050045126
BIRC6,0.20625994,0.21125568,0.0049957484,330.0,534.0,0.0049957484
OXT,0.042789087,0.047778178,0.0049890913,64.0,126.0,0.0049890913
FAAH2,0.06293219,0.06791981,0.00498762,96.0,163.0,0.00498762
JMJD1C-AS1,0.0051152366,0.0101023475,0.004987111,9.0,11.0,0.004987111
GPX8,0.1103066,0.10532336,-0.004983239,176.0,261.0,0.004983239
FNIP2,0.15910183,0.15413323,-0.0049685985,272.0,429.0,0.0049685985
ERCC8,0.073543444,0.078509696,0.0049662516,111.0,180.0,0.0049662516
UGT3A1,0.041272115,0.036313377,-0.0049587376,71.0,98.0,0.0049587376
VSTM4,0.008327207,0.0033720755,-0.004955131,14.0,13.0,0.004955131
CDR2L,0.020273097,0.025226226,0.004953129,29.0,54.0,0.004953129
BARD1,0.10254116,0.097593635,-0.0049475282,175.0,298.0,0.0049475282
CACNA1A,0.01014755,0.0052011,-0.0049464502,17.0,13.0,0.0049464502
TRAF5,0.033727292,0.028790683,-0.0049366094,63.0,120.0,0.0049366094
UBA5,0.1546696,0.15960176,0.004932165,255.0,433.0,0.004932165
TMEM238,0.015591939,0.020521313,0.004929374,28.0,55.0,0.004929374
FOXF1,0.01147815,0.016407141,0.004928991,15.0,19.0,0.004928991
CTSK,0.005452403,0.010379035,0.004926632,9.0,40.0,0.004926632
QSOX1,0.08111797,0.08603791,0.0049199387,126.0,241.0,0.0049199387
B3GALT6,0.030776123,0.03569375,0.004917627,44.0,67.0,0.004917627
FAAP24,0.038899895,0.04381519,0.004915297,62.0,114.0,0.004915297
PXN-AS1,0.054910805,0.049996678,-0.0049141273,88.0,104.0,0.0049141273
SLC2A3,0.012015469,0.0071020457,-0.0049134237,16.0,21.0,0.0049134237
NUP62CL,0.046520542,0.051430356,0.0049098134,75.0,110.0,0.0049098134
CASK,0.26583147,0.27073497,0.0049034953,445.0,631.0,0.0049034953
FABP6,0.021623401,0.026522154,0.004898753,37.0,66.0,0.004898753
ACKR3,0.020272577,0.015377338,-0.004895239,35.0,35.0,0.004895239
LZTS3,0.023179904,0.028070709,0.004890805,40.0,70.0,0.004890805
TACC3,0.032455392,0.03734432,0.0048889294,55.0,88.0,0.0048889294
GSDMB,0.03383029,0.038707543,0.0048772544,53.0,135.0,0.0048772544
SH3BP2,0.03696209,0.041833967,0.004871879,56.0,89.0,0.004871879
CACNA1E,0.008451868,0.003582151,-0.004869717,14.0,14.0,0.004869717
LARGE2,0.038429584,0.043297917,0.0048683323,58.0,86.0,0.0048683323
BORA,0.021837454,0.026700106,0.004862651,34.0,63.0,0.004862651
AKAP5,0.009460074,0.014321852,0.0048617776,16.0,32.0,0.0048617776
BRCA2,0.03866903,0.043518953,0.004849922,62.0,110.0,0.004849922
FIBIN,0.021542309,0.026390703,0.0048483945,29.0,80.0,0.0048483945
GSTM1,0.046003345,0.04116858,-0.0048347637,75.0,154.0,0.0048347637
PSTPIP2,0.047312383,0.052144162,0.0048317797,75.0,118.0,0.0048317797
TIMP3,0.117005356,0.121834144,0.0048287883,198.0,277.0,0.0048287883
NUF2,0.026885804,0.03170626,0.004820455,46.0,71.0,0.004820455
FADS1,0.030630853,0.035448425,0.0048175715,45.0,50.0,0.0048175715
UGDH,0.5396113,0.5444222,0.0048109293,1052.0,1648.0,0.0048109293
GYPC,0.060477864,0.06528617,0.004808303,87.0,126.0,0.004808303
PRSS21,0.006717387,0.0019185279,-0.0047988594,11.0,4.0,0.0047988594
SLPI,0.021105908,0.025902543,0.0047966354,39.0,116.0,0.0047966354
SETD1B,0.025566036,0.030357664,0.0047916286,45.0,85.0,0.0047916286
OLFM3,0.017629033,0.012838292,-0.004790741,21.0,27.0,0.004790741
LINC00513,0.00606225,0.0012717553,-0.0047904947,9.0,5.0,0.0047904947
SEMA6B,0.004788703,0.0,-0.004788703,7.0,0.0,0.004788703
DCN,0.092399746,0.08762057,-0.004779175,160.0,300.0,0.004779175
LOXL2,0.01191561,0.016688302,0.004772692,17.0,40.0,0.004772692
BMP2,0.040946573,0.045717392,0.004770819,66.0,101.0,0.004770819
LOXL3,0.0029586323,0.0077233207,0.004764688,6.0,14.0,0.004764688
SALL4,0.042713396,0.04747004,0.0047566444,74.0,111.0,0.0047566444
SYNE1,0.016956307,0.012203548,-0.004752759,29.0,39.0,0.004752759
TBPL1,0.13893013,0.14368053,0.004750401,227.0,365.0,0.004750401
KSR2,0.012805303,0.01755553,0.0047502266,19.0,34.0,0.0047502266
CGREF1,0.014496248,0.009747506,-0.004748742,25.0,14.0,0.004748742
RARA,0.15605439,0.1607996,0.0047452003,242.0,371.0,0.0047452003
CAMKV,0.03143173,0.036172725,0.0047409944,52.0,66.0,0.0047409944
C1QTNF12,0.020473145,0.025209954,0.004736809,32.0,82.0,0.004736809
PRRT2,0.0056263693,0.0008932253,-0.004733144,9.0,4.0,0.004733144
TRPT1,0.15432683,0.15905969,0.004732862,254.0,427.0,0.004732862
CX3CL1,0.035069346,0.039796457,0.0047271103,58.0,126.0,0.0047271103
LINC01082,0.0125810895,0.017306823,0.004725734,20.0,64.0,0.004725734
SAMD10,0.025421483,0.030143501,0.004722018,41.0,95.0,0.004722018
FAM27C,0.015318948,0.010603422,-0.0047155255,27.0,25.0,0.0047155255
CENPI,0.0059086713,0.0106090065,0.004700335,9.0,31.0,0.004700335
PCGF1,0.08552993,0.09022984,0.004699908,141.0,239.0,0.004699908
IL16,0.0015394656,0.0062360475,0.004696582,2.0,9.0,0.004696582
FAM168A,0.023655517,0.028346715,0.0046911985,37.0,63.0,0.0046911985
DLK1,0.024203544,0.02888849,0.0046849456,74.0,77.0,0.0046849456
KISS1R,0.015151524,0.019835602,0.0046840785,23.0,28.0,0.0046840785
RBBP8,0.057491105,0.062170178,0.0046790726,100.0,207.0,0.0046790726
NAP1L5,0.027231418,0.031905513,0.0046740957,44.0,100.0,0.0046740957
LACTB,0.08362398,0.088296026,0.004672043,130.0,144.0,0.004672043
DENND4B,0.026971037,0.031641457,0.0046704207,47.0,90.0,0.0046704207
NPIPB2,0.013811386,0.018480249,0.0046688626,19.0,63.0,0.0046688626
CNNM2,0.015497035,0.020164162,0.0046671266,27.0,52.0,0.0046671266
PPP1R3D,0.022268077,0.026930835,0.0046627577,33.0,56.0,0.0046627577
BCAS3,0.022797706,0.027457407,0.004659701,39.0,88.0,0.004659701
PANK3,0.101152696,0.10580676,0.004654065,165.0,244.0,0.004654065
SLC26A3,0.05102167,0.055671435,0.004649766,84.0,166.0,0.004649766
URB1,0.057459656,0.062107258,0.0046476014,82.0,123.0,0.0046476014
SLC11A1,0.015204963,0.010560899,-0.004644064,24.0,28.0,0.004644064
MTHFR,0.04579548,0.041161854,-0.004633628,76.0,123.0,0.004633628
ZNF296,0.025658233,0.03028685,0.0046286173,41.0,58.0,0.0046286173
LETM1,0.11724157,0.1126207,-0.0046208724,180.0,275.0,0.0046208724
DBF4,0.13149141,0.13611221,0.0046208054,227.0,396.0,0.0046208054
ZNF165,0.05081604,0.055436067,0.004620027,87.0,161.0,0.004620027
SUPV3L1,0.14211802,0.13750248,-0.0046155453,231.0,364.0,0.0046155453
ACHE,0.0053015514,0.0006988805,-0.0046026707,10.0,2.0,0.0046026707
TEAD3,0.06718851,0.07178374,0.0045952275,107.0,198.0,0.0045952275
OXTR,0.024724105,0.029307425,0.0045833196,42.0,79.0,0.0045833196
CXCL1,0.044335682,0.04891863,0.004582949,124.0,351.0,0.004582949
LRIG3,0.16151802,0.16608955,0.0045715272,268.0,413.0,0.0045715272
LANCL1,0.085496545,0.09006621,0.0045696646,151.0,260.0,0.0045696646
HSPB2,0.0045675347,0.0,-0.0045675347,7.0,0.0,0.0045675347
DOCK1,0.052643318,0.057202682,0.004559364,83.0,151.0,0.004559364
CLIP3,0.008051463,0.012609027,0.004557564,12.0,31.0,0.004557564
HIP1,0.015627615,0.02018253,0.0045549143,22.0,32.0,0.0045549143
SLAIN2,0.07829793,0.08285184,0.004553914,128.0,224.0,0.004553914
PPARGC1B,0.040814336,0.036277372,-0.004536964,66.0,90.0,0.004536964
SPARCL1,0.039854847,0.044390198,0.004535351,60.0,136.0,0.004535351
NCAPD2,0.051697597,0.056217182,0.0045195855,85.0,131.0,0.0045195855
USP6,0.005356562,0.0008375736,-0.004518988,10.0,5.0,0.004518988
SMIM13,0.036901128,0.041415285,0.004514158,54.0,124.0,0.004514158
KLHL7,0.108437695,0.1039283,-0.004509397,171.0,251.0,0.004509397
SLC16A5,0.04155311,0.037045367,-0.004507743,72.0,92.0,0.004507743
ONECUT1,0.005809565,0.010314057,0.0045044916,8.0,13.0,0.0045044916
PPFIA3,0.028099446,0.03260378,0.004504336,45.0,98.0,0.004504336
ALYREF,0.06098448,0.065483145,0.0044986643,98.0,172.0,0.0044986643
KIF7,0.004870067,0.00037363425,-0.004496433,10.0,2.0,0.004496433
USP3-AS1,0.01330277,0.008808015,-0.0044947555,20.0,15.0,0.0044947555
TREH,0.0051369173,0.009623743,0.0044868253,8.0,21.0,0.0044868253
ZNF407,0.030600322,0.035083983,0.0044836607,50.0,75.0,0.0044836607
PLCXD3,0.02375539,0.028238794,0.0044834036,33.0,40.0,0.0044834036
POLR2F,0.8443322,0.83985335,-0.004478872,1784.0,2952.0,0.004478872
VPS37D,0.019463032,0.023937896,0.0044748634,33.0,47.0,0.0044748634
PTGDR,0.07167971,0.06720506,-0.004474655,134.0,274.0,0.004474655
CERCAM,0.013870014,0.018343877,0.004473863,22.0,53.0,0.004473863
SVOPL,0.025438368,0.029909592,0.004471224,35.0,57.0,0.004471224
MUC17,0.032386195,0.03685378,0.004467584,57.0,119.0,0.004467584
MYH4,0.01871435,0.023180833,0.0044664834,35.0,64.0,0.0044664834
SMU1,0.25144124,0.2559001,0.0044588745,404.0,655.0,0.0044588745
TAB2,0.09282145,0.09727988,0.0044584274,148.0,245.0,0.0044584274
RAB22A,0.074929014,0.07937403,0.0044450164,124.0,157.0,0.0044450164
DPF3,0.004444283,0.0,-0.004444283,7.0,0.0,0.004444283
MDS2,0.0025306616,0.0069710845,0.004440423,4.0,9.0,0.004440423
AP2A1,0.11346784,0.10903469,-0.004433155,195.0,291.0,0.004433155
TSPAN14,0.14664003,0.15106268,0.0044226497,239.0,348.0,0.0044226497
PLAC9,0.0046485336,0.009065157,0.004416623,8.0,35.0,0.004416623
ADAMTS17,0.014295228,0.009883181,-0.0044120466,21.0,21.0,0.0044120466
RSPH14,0.014239844,0.00983262,-0.0044072242,23.0,30.0,0.0044072242
FOXD1,0.004400074,0.0,-0.004400074,11.0,0.0,0.004400074
CCDC153,0.015711226,0.020097703,0.004386477,23.0,47.0,0.004386477
PPP1R3F,0.0036087101,0.007991296,0.004382586,7.0,11.0,0.004382586
HIRA,0.051744986,0.056126922,0.004381936,80.0,131.0,0.004381936
CDC42EP3,0.018781273,0.023158418,0.0043771453,29.0,53.0,0.0043771453
RIN2,0.05079415,0.05517077,0.00437662,77.0,101.0,0.00437662
OSGIN1,0.022117633,0.026492907,0.0043752734,32.0,78.0,0.0043752734
OSR2,0.112789996,0.11716322,0.0043732226,205.0,290.0,0.0043732226
SPEG,0.004372845,0.0,-0.004372845,8.0,0.0,0.004372845
TRIP4,0.08350774,0.08787851,0.0043707713,131.0,222.0,0.0043707713
LTBP3,0.08441185,0.08004809,-0.0043637604,126.0,147.0,0.0043637604
NKIRAS1,0.029991897,0.034347277,0.0043553803,52.0,97.0,0.0043553803
PLK1,0.029542381,0.033890598,0.0043482166,51.0,71.0,0.0043482166
OPTN,0.113807596,0.11815509,0.0043474957,192.0,368.0,0.0043474957
FAM185A,0.058086984,0.05374182,-0.0043451637,86.0,128.0,0.0043451637
BCL3,0.043245435,0.0389013,-0.0043441355,77.0,113.0,0.0043441355
EXD3,0.3925644,0.3969066,0.004342228,766.0,1433.0,0.004342228
FOXJ2,0.01271941,0.017054196,0.004334787,20.0,47.0,0.004334787
SDAD1,0.24763095,0.24330248,-0.0043284744,444.0,821.0,0.0043284744
IL18,0.059613444,0.06393722,0.004323773,121.0,268.0,0.004323773
DSCC1,0.045482095,0.049794316,0.004312221,80.0,126.0,0.004312221
FCHSD1,0.025994226,0.030291373,0.0042971466,38.0,64.0,0.0042971466
UGDH-AS1,0.011154451,0.015450269,0.0042958176,18.0,39.0,0.0042958176
CEP41,0.10172854,0.09743608,-0.0042924657,153.0,251.0,0.0042924657
TRIM66,0.029592743,0.03388326,0.0042905156,40.0,67.0,0.0042905156
LCAT,0.00999767,0.005708982,-0.004288688,15.0,19.0,0.004288688
VSIG2,0.011759188,0.016047087,0.0042878985,23.0,56.0,0.0042878985
DDN-AS1,0.015351662,0.01963537,0.0042837076,22.0,51.0,0.0042837076
PINK1,0.023791129,0.028061919,0.00427079,36.0,54.0,0.00427079
NDUFV3,0.60142124,0.5971529,-0.004268348,1123.0,1819.0,0.004268348
MX2,0.00693992,0.0026811801,-0.0042587398,12.0,10.0,0.0042587398
CREB3L1,0.07460709,0.0703494,-0.0042576864,117.0,185.0,0.0042576864
ARMC5,0.04012917,0.044382233,0.0042530634,56.0,79.0,0.0042530634
TEX14,0.0219266,0.017674895,-0.0042517055,35.0,61.0,0.0042517055
TERC,0.007720367,0.0034731783,-0.0042471886,12.0,10.0,0.0042471886
TCTN2,0.018917356,0.014671387,-0.0042459685,29.0,40.0,0.0042459685
BCL2,0.031334408,0.027089933,-0.0042444747,47.0,69.0,0.0042444747
SLC27A1,0.017887028,0.022122003,0.004234975,25.0,38.0,0.004234975
TGFB1,0.0073388712,0.011562156,0.0042232843,14.0,18.0,0.0042232843
WTIP,0.016123286,0.0119038755,-0.00421941,22.0,30.0,0.00421941
DACT3,0.009674018,0.005462247,-0.0042117713,9.0,4.0,0.0042117713
WDR76,0.043808557,0.04800965,0.004201092,76.0,156.0,0.004201092
BRD1,0.05431028,0.058508888,0.004198607,88.0,145.0,0.004198607
CHIC1,0.017674975,0.013478226,-0.004196749,31.0,46.0,0.004196749
SPRED1,0.12412952,0.119934835,-0.0041946843,201.0,324.0,0.0041946843
DTX3L,0.052300986,0.05649438,0.0041933954,91.0,164.0,0.0041933954
DNAJC12,0.036224157,0.040414877,0.0041907206,59.0,133.0,0.0041907206
NCAPH,0.018127145,0.022316555,0.0041894093,29.0,56.0,0.0041894093
MCC,0.0015977533,0.0057762046,0.0041784514,3.0,7.0,0.0041784514
NKAIN3,0.0034044916,0.007580945,0.004176453,5.0,19.0,0.004176453
IQCH,0.0054482226,0.0012801784,-0.0041680443,8.0,4.0,0.0041680443
SLC25A20,0.061860304,0.06602349,0.004163187,97.0,168.0,0.004163187
BTNL3,0.10240053,0.09824101,-0.0041595176,183.0,375.0,0.0041595176
NR1D2,0.02769407,0.031850044,0.004155973,49.0,93.0,0.004155973
ARHGAP42,0.04728252,0.051437907,0.0041553862,71.0,83.0,0.0041553862
BHLHE40,0.11582108,0.11167641,-0.0041446686,215.0,362.0,0.0041446686
FOSL1,0.025248194,0.029388947,0.0041407533,52.0,152.0,0.0041407533
DUSP4,0.02675681,0.030889034,0.0041322242,43.0,84.0,0.0041322242
ZNF792,0.020539194,0.024658242,0.004119048,31.0,52.0,0.004119048
LARP6,0.034620818,0.030502679,-0.004118139,57.0,93.0,0.004118139
CPNE7,0.04297666,0.038863346,-0.004113313,72.0,96.0,0.004113313
DMRTA1,0.02334734,0.02745833,0.00411099,35.0,55.0,0.00411099
TMPRSS2,0.2500565,0.2541662,0.0041096807,428.0,632.0,0.0041096807
SS18,0.12417596,0.12828235,0.004106395,198.0,386.0,0.004106395
RFPL1S,0.012655306,0.008553726,-0.00410158,23.0,28.0,0.00410158
POLL,0.15583576,0.15993534,0.0040995777,246.0,364.0,0.0040995777
SLC12A5,0.022778362,0.018681927,-0.0040964354,28.0,35.0,0.0040964354
CYB5R2,0.0011449071,0.0052364245,0.0040915175,2.0,5.0,0.0040915175
SLX4,0.01831189,0.014222022,-0.0040898677,28.0,28.0,0.0040898677
SACS,0.004748643,0.00065931986,-0.004089323,8.0,2.0,0.004089323
PAQR5,0.019577282,0.023665596,0.0040883143,32.0,63.0,0.0040883143
ZSCAN32,0.044055827,0.04814148,0.0040856525,71.0,114.0,0.0040856525
RETREG1,0.11653842,0.12062135,0.004082933,185.0,324.0,0.004082933
C11orf96,0.0040668906,0.0,-0.0040668906,8.0,0.0,0.0040668906
SEC24A,0.062017933,0.066083744,0.0040658116,99.0,159.0,0.0040658116
GPR157,0.021721084,0.017661791,-0.0040592924,35.0,37.0,0.0040592924
ZNF385C,0.009714556,0.0056598857,-0.00405467,11.0,5.0,0.00405467
GTF2E1,0.071790494,0.06773959,-0.004050903,109.0,162.0,0.004050903
CNST,0.052796207,0.056842882,0.004046675,89.0,178.0,0.004046675
MAMSTR,0.03271768,0.036763556,0.0040458776,47.0,67.0,0.0040458776
FOXD2,0.0096922135,0.013737361,0.0040451474,17.0,36.0,0.0040451474
BMP7,0.02056293,0.024602741,0.004039811,37.0,79.0,0.004039811
PROX1,0.04593373,0.041899763,-0.004033968,76.0,120.0,0.004033968
MTHFD1L,0.061541907,0.06557018,0.0040282756,95.0,136.0,0.0040282756
RAD54L,0.034622416,0.038649905,0.0040274896,56.0,79.0,0.0040274896
PPP1R13L,0.029400147,0.025382796,-0.004017351,44.0,47.0,0.004017351
NSG1,0.017525062,0.013511594,-0.0040134676,37.0,57.0,0.0040134676
CRYBG3,0.020589134,0.016577518,-0.004011616,28.0,44.0,0.004011616
SYDE2,0.02684738,0.022841226,-0.004006153,44.0,70.0,0.004006153
ATG9B,0.0071329647,0.011138736,0.0040057716,11.0,25.0,0.0040057716
DOCK8,0.0056999344,0.0016967653,-0.004003169,10.0,3.0,0.004003169
HMG20A,0.11445298,0.110456295,-0.003996685,179.0,254.0,0.003996685
SNED1,0.0011296526,0.0051263375,0.003996685,2.0,6.0,0.003996685
ABCB1,0.013759609,0.009769684,-0.0039899256,23.0,22.0,0.0039899256
IQGAP2,0.07311403,0.07710041,0.003986381,122.0,186.0,0.003986381
SETBP1,0.05305079,0.0570356,0.003984809,79.0,104.0,0.003984809
CAPN8,0.008449076,0.0044642985,-0.0039847773,13.0,11.0,0.0039847773
RIBC2,0.017680125,0.021662472,0.0039823465,29.0,82.0,0.0039823465
UHRF2,0.10176396,0.1057371,0.003973134,167.0,264.0,0.003973134
OSBPL7,0.033384316,0.03735209,0.003967773,47.0,103.0,0.003967773
DLGAP1-AS1,0.10240444,0.09843937,-0.003965065,163.0,237.0,0.003965065
UGGT1,0.06669112,0.07065358,0.003962457,107.0,182.0,0.003962457
ADCY7,0.029105078,0.033061784,0.0039567053,46.0,57.0,0.0039567053
MUC5B,0.015725719,0.01177297,-0.003952749,30.0,47.0,0.003952749
LYPD6,0.023578612,0.027527831,0.0039492194,36.0,51.0,0.0039492194
KIF26A,0.014030319,0.017963532,0.0039332137,16.0,27.0,0.0039332137
RRM2B,0.037734922,0.041667774,0.0039328523,64.0,86.0,0.0039328523
S100P,0.051194116,0.04727036,-0.003923755,119.0,262.0,0.003923755
LRRC74B,0.003921849,0.0,-0.003921849,6.0,0.0,0.003921849
TMEM198,0.017423136,0.021337783,0.003914647,26.0,48.0,0.003914647
VIPR1-AS1,0.003911561,0.0,-0.003911561,6.0,0.0,0.003911561
CGNL1,0.01495399,0.018865447,0.003911458,20.0,46.0,0.003911458
VRTN,0.018229857,0.02213974,0.003909882,26.0,32.0,0.003909882
HSPH1,0.410232,0.40632448,-0.0039075315,831.0,1492.0,0.0039075315
KIF2C,0.024397602,0.028299984,0.0039023813,35.0,54.0,0.0039023813
PRRT3,0.019046545,0.022948222,0.0039016772,29.0,69.0,0.0039016772
RAC3,0.023809975,0.027711343,0.003901368,39.0,68.0,0.003901368
EIF2AK3,0.032971438,0.029071908,-0.0038995296,46.0,53.0,0.0038995296
